customer_key,customer_name,industry,vertical,address,city,state,zip
253,Mediatheque de Lyon - Dijon,Librairie,Librairie,211 avenue du Livre,Dijon,21,75774
254,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,242 avenue du Livre,Clermont-Ferrand,63,18163
255,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,71 avenue du Livre,Montpellier,34,77984
256,Grossiste Livres Express - Paris,Ecole,Education,107 avenue du Livre,Paris,75,83516
257,France Loisirs - Lyon,Universite,Education,167 avenue du Livre,Lyon,69,96799
258,Chapitre.com - Marseille,Mediatheque,Institutionnel,245 avenue du Livre,Marseille,13,78875
259,Leslibraires.fr - Toulouse,Librairie,Librairie,193 avenue du Livre,Toulouse,31,51124
260,Amazon France - Bordeaux,Bibliotheque,Institutionnel,89 avenue du Livre,Bordeaux,33,70249
261,Librairie Gallimard - Nantes,Grossiste,Distribution,273 avenue du Livre,Nantes,44,54869
262,Librairie Gibert - Strasbourg,Ecole,Education,280 avenue du Livre,Strasbourg,67,56437
263,Fnac Livres - Lille,Universite,Education,136 avenue du Livre,Lille,59,89963
264,Cultura - Rennes,Mediatheque,Institutionnel,248 avenue du Livre,Rennes,35,35200
265,Librairie Mollat - Grenoble,Librairie,Librairie,127 avenue du Livre,Grenoble,38,46569
266,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,286 avenue du Livre,Rouen,76,49124
267,Le Furet du Nord - Tours,Grossiste,Distribution,116 avenue du Livre,Tours,37,49008
268,Librairie Kleen - Dijon,Ecole,Education,148 avenue du Livre,Dijon,21,37168
269,Librairie Sauramps - Clermont-Ferrand,Universite,Education,251 avenue du Livre,Clermont-Ferrand,63,51555
270,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,246 avenue du Livre,Montpellier,34,55718
271,Bibliotheque Nationale - Paris,Librairie,Librairie,287 avenue du Livre,Paris,75,45842
272,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,148 avenue du Livre,Lyon,69,25974
273,Mediatheque de Lyon - Marseille,Grossiste,Distribution,294 avenue du Livre,Marseille,13,98686
274,CDI Lycee Voltaire - Toulouse,Ecole,Education,279 avenue du Livre,Toulouse,31,59767
275,Ecole Normale Superieure - Bordeaux,Universite,Education,203 avenue du Livre,Bordeaux,33,55237
276,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,75 avenue du Livre,Nantes,44,48070
277,France Loisirs - Strasbourg,Librairie,Librairie,22 avenue du Livre,Strasbourg,67,47700
278,Chapitre.com - Lille,Bibliotheque,Institutionnel,41 avenue du Livre,Lille,59,55398
279,Leslibraires.fr - Rennes,Grossiste,Distribution,227 avenue du Livre,Rennes,35,95979
280,Amazon France - Grenoble,Ecole,Education,132 avenue du Livre,Grenoble,38,72793
281,Librairie Gallimard - Rouen,Universite,Education,110 avenue du Livre,Rouen,76,36485
282,Librairie Gibert - Tours,Mediatheque,Institutionnel,276 avenue du Livre,Tours,37,45537
283,Fnac Livres - Dijon,Librairie,Librairie,288 avenue du Livre,Dijon,21,45601
284,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,71 avenue du Livre,Clermont-Ferrand,63,24316
285,Librairie Mollat - Montpellier,Grossiste,Distribution,123 avenue du Livre,Montpellier,34,41779
286,Librairie Decitre - Paris,Ecole,Education,26 avenue du Livre,Paris,75,97796
287,Le Furet du Nord - Lyon,Universite,Education,272 avenue du Livre,Lyon,69,39579
288,Librairie Kleen - Marseille,Mediatheque,Institutionnel,120 avenue du Livre,Marseille,13,16880
289,Librairie Sauramps - Toulouse,Librairie,Librairie,52 avenue du Livre,Toulouse,31,64172
290,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,170 avenue du Livre,Bordeaux,33,71918
291,Bibliotheque Nationale - Nantes,Grossiste,Distribution,52 avenue du Livre,Nantes,44,99285
292,BU Paris-Saclay - Strasbourg,Ecole,Education,71 avenue du Livre,Strasbourg,67,10679
293,Mediatheque de Lyon - Lille,Universite,Education,282 avenue du Livre,Lille,59,30701
294,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,209 avenue du Livre,Rennes,35,95575
295,Ecole Normale Superieure - Grenoble,Librairie,Librairie,244 avenue du Livre,Grenoble,38,72580
296,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,103 avenue du Livre,Rouen,76,47649
297,France Loisirs - Tours,Grossiste,Distribution,165 avenue du Livre,Tours,37,47409
298,Chapitre.com - Dijon,Ecole,Education,31 avenue du Livre,Dijon,21,21725
299,Leslibraires.fr - Clermont-Ferrand,Universite,Education,294 avenue du Livre,Clermont-Ferrand,63,40437
300,Amazon France - Montpellier,Mediatheque,Institutionnel,274 avenue du Livre,Montpellier,34,14888
301,Librairie Gallimard - Paris,Librairie,Librairie,90 avenue du Livre,Paris,75,64773
302,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,91 avenue du Livre,Lyon,69,14763
303,Fnac Livres - Marseille,Grossiste,Distribution,204 avenue du Livre,Marseille,13,74930
304,Cultura - Toulouse,Ecole,Education,96 avenue du Livre,Toulouse,31,47941
305,Librairie Mollat - Bordeaux,Universite,Education,20 avenue du Livre,Bordeaux,33,11214
306,Librairie Decitre - Nantes,Mediatheque,Institutionnel,153 avenue du Livre,Nantes,44,84443
307,Le Furet du Nord - Strasbourg,Librairie,Librairie,55 avenue du Livre,Strasbourg,67,53914
308,Librairie Kleen - Lille,Bibliotheque,Institutionnel,146 avenue du Livre,Lille,59,69552
309,Librairie Sauramps - Rennes,Grossiste,Distribution,279 avenue du Livre,Rennes,35,78723
310,Librairie Dialogues - Grenoble,Ecole,Education,253 avenue du Livre,Grenoble,38,27589
311,Bibliotheque Nationale - Rouen,Universite,Education,259 avenue du Livre,Rouen,76,71344
312,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,140 avenue du Livre,Tours,37,35272
313,Mediatheque de Lyon - Dijon,Librairie,Librairie,58 avenue du Livre,Dijon,21,53343
314,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,84 avenue du Livre,Clermont-Ferrand,63,70150
315,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,132 avenue du Livre,Montpellier,34,34405
316,Grossiste Livres Express - Paris,Ecole,Education,8 avenue du Livre,Paris,75,54185
317,France Loisirs - Lyon,Universite,Education,152 avenue du Livre,Lyon,69,84420
318,Chapitre.com - Marseille,Mediatheque,Institutionnel,99 avenue du Livre,Marseille,13,33002
319,Leslibraires.fr - Toulouse,Librairie,Librairie,208 avenue du Livre,Toulouse,31,66059
320,Amazon France - Bordeaux,Bibliotheque,Institutionnel,264 avenue du Livre,Bordeaux,33,52982
321,Librairie Gallimard - Nantes,Grossiste,Distribution,45 avenue du Livre,Nantes,44,62538
322,Librairie Gibert - Strasbourg,Ecole,Education,49 avenue du Livre,Strasbourg,67,34219
323,Fnac Livres - Lille,Universite,Education,72 avenue du Livre,Lille,59,72580
324,Cultura - Rennes,Mediatheque,Institutionnel,166 avenue du Livre,Rennes,35,42512
325,Librairie Mollat - Grenoble,Librairie,Librairie,4 avenue du Livre,Grenoble,38,44181
326,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,197 avenue du Livre,Rouen,76,40870
327,Le Furet du Nord - Tours,Grossiste,Distribution,229 avenue du Livre,Tours,37,44995
328,Librairie Kleen - Dijon,Ecole,Education,169 avenue du Livre,Dijon,21,49576
329,Librairie Sauramps - Clermont-Ferrand,Universite,Education,299 avenue du Livre,Clermont-Ferrand,63,85088
330,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,6 avenue du Livre,Montpellier,34,44282
331,Bibliotheque Nationale - Paris,Librairie,Librairie,185 avenue du Livre,Paris,75,40972
332,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,32 avenue du Livre,Lyon,69,97528
333,Mediatheque de Lyon - Marseille,Grossiste,Distribution,61 avenue du Livre,Marseille,13,71000
334,CDI Lycee Voltaire - Toulouse,Ecole,Education,158 avenue du Livre,Toulouse,31,30934
335,Ecole Normale Superieure - Bordeaux,Universite,Education,208 avenue du Livre,Bordeaux,33,99925
336,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,258 avenue du Livre,Nantes,44,50760
337,France Loisirs - Strasbourg,Librairie,Librairie,61 avenue du Livre,Strasbourg,67,93717
338,Chapitre.com - Lille,Bibliotheque,Institutionnel,152 avenue du Livre,Lille,59,58174
339,Leslibraires.fr - Rennes,Grossiste,Distribution,114 avenue du Livre,Rennes,35,38721
340,Amazon France - Grenoble,Ecole,Education,69 avenue du Livre,Grenoble,38,72676
341,Librairie Gallimard - Rouen,Universite,Education,79 avenue du Livre,Rouen,76,69634
342,Librairie Gibert - Tours,Mediatheque,Institutionnel,192 avenue du Livre,Tours,37,64505
343,Fnac Livres - Dijon,Librairie,Librairie,282 avenue du Livre,Dijon,21,71712
344,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,276 avenue du Livre,Clermont-Ferrand,63,97044
345,Librairie Mollat - Montpellier,Grossiste,Distribution,112 avenue du Livre,Montpellier,34,42435
346,Librairie Decitre - Paris,Ecole,Education,42 avenue du Livre,Paris,75,78879
347,Le Furet du Nord - Lyon,Universite,Education,229 avenue du Livre,Lyon,69,79228
348,Librairie Kleen - Marseille,Mediatheque,Institutionnel,186 avenue du Livre,Marseille,13,20237
349,Librairie Sauramps - Toulouse,Librairie,Librairie,289 avenue du Livre,Toulouse,31,24707
350,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,32 avenue du Livre,Bordeaux,33,81781
351,Bibliotheque Nationale - Nantes,Grossiste,Distribution,259 avenue du Livre,Nantes,44,36497
352,BU Paris-Saclay - Strasbourg,Ecole,Education,294 avenue du Livre,Strasbourg,67,80341
353,Mediatheque de Lyon - Lille,Universite,Education,77 avenue du Livre,Lille,59,31566
354,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,168 avenue du Livre,Rennes,35,78202
355,Ecole Normale Superieure - Grenoble,Librairie,Librairie,227 avenue du Livre,Grenoble,38,25235
356,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,106 avenue du Livre,Rouen,76,86434
357,France Loisirs - Tours,Grossiste,Distribution,251 avenue du Livre,Tours,37,21919
358,Chapitre.com - Dijon,Ecole,Education,262 avenue du Livre,Dijon,21,68390
359,Leslibraires.fr - Clermont-Ferrand,Universite,Education,29 avenue du Livre,Clermont-Ferrand,63,69432
360,Amazon France - Montpellier,Mediatheque,Institutionnel,68 avenue du Livre,Montpellier,34,77272
361,Librairie Gallimard - Paris,Librairie,Librairie,213 avenue du Livre,Paris,75,69873
362,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,289 avenue du Livre,Lyon,69,17567
363,Fnac Livres - Marseille,Grossiste,Distribution,287 avenue du Livre,Marseille,13,70604
364,Cultura - Toulouse,Ecole,Education,158 avenue du Livre,Toulouse,31,12853
365,Librairie Mollat - Bordeaux,Universite,Education,203 avenue du Livre,Bordeaux,33,43352
366,Librairie Decitre - Nantes,Mediatheque,Institutionnel,2 avenue du Livre,Nantes,44,38560
367,Le Furet du Nord - Strasbourg,Librairie,Librairie,297 avenue du Livre,Strasbourg,67,19572
368,Librairie Kleen - Lille,Bibliotheque,Institutionnel,24 avenue du Livre,Lille,59,65534
369,Librairie Sauramps - Rennes,Grossiste,Distribution,177 avenue du Livre,Rennes,35,18357
370,Librairie Dialogues - Grenoble,Ecole,Education,278 avenue du Livre,Grenoble,38,17897
371,Bibliotheque Nationale - Rouen,Universite,Education,36 avenue du Livre,Rouen,76,71875
372,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,17 avenue du Livre,Tours,37,47629
373,Mediatheque de Lyon - Dijon,Librairie,Librairie,210 avenue du Livre,Dijon,21,33590
374,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,70 avenue du Livre,Clermont-Ferrand,63,94085
375,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,216 avenue du Livre,Montpellier,34,59081
376,Grossiste Livres Express - Paris,Ecole,Education,196 avenue du Livre,Paris,75,68790
377,France Loisirs - Lyon,Universite,Education,194 avenue du Livre,Lyon,69,59236
378,Chapitre.com - Marseille,Mediatheque,Institutionnel,42 avenue du Livre,Marseille,13,99486
379,Leslibraires.fr - Toulouse,Librairie,Librairie,277 avenue du Livre,Toulouse,31,27431
380,Amazon France - Bordeaux,Bibliotheque,Institutionnel,179 avenue du Livre,Bordeaux,33,25549
381,Librairie Gallimard - Nantes,Grossiste,Distribution,92 avenue du Livre,Nantes,44,80419
382,Librairie Gibert - Strasbourg,Ecole,Education,202 avenue du Livre,Strasbourg,67,79316
383,Fnac Livres - Lille,Universite,Education,66 avenue du Livre,Lille,59,39188
384,Cultura - Rennes,Mediatheque,Institutionnel,2 avenue du Livre,Rennes,35,12979
385,Librairie Mollat - Grenoble,Librairie,Librairie,153 avenue du Livre,Grenoble,38,70686
386,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,279 avenue du Livre,Rouen,76,65591
387,Le Furet du Nord - Tours,Grossiste,Distribution,273 avenue du Livre,Tours,37,59712
388,Librairie Kleen - Dijon,Ecole,Education,118 avenue du Livre,Dijon,21,42441
389,Librairie Sauramps - Clermont-Ferrand,Universite,Education,236 avenue du Livre,Clermont-Ferrand,63,55371
390,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,80 avenue du Livre,Montpellier,34,46129
391,Bibliotheque Nationale - Paris,Librairie,Librairie,97 avenue du Livre,Paris,75,24790
392,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,17 avenue du Livre,Lyon,69,96533
393,Mediatheque de Lyon - Marseille,Grossiste,Distribution,215 avenue du Livre,Marseille,13,90599
394,CDI Lycee Voltaire - Toulouse,Ecole,Education,9 avenue du Livre,Toulouse,31,41544
395,Ecole Normale Superieure - Bordeaux,Universite,Education,106 avenue du Livre,Bordeaux,33,18819
396,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,52 avenue du Livre,Nantes,44,87849
397,France Loisirs - Strasbourg,Librairie,Librairie,18 avenue du Livre,Strasbourg,67,68515
398,Chapitre.com - Lille,Bibliotheque,Institutionnel,25 avenue du Livre,Lille,59,42077
399,Leslibraires.fr - Rennes,Grossiste,Distribution,23 avenue du Livre,Rennes,35,62725
400,Amazon France - Grenoble,Ecole,Education,225 avenue du Livre,Grenoble,38,40715
401,Librairie Gallimard - Rouen,Universite,Education,277 avenue du Livre,Rouen,76,38477
402,Librairie Gibert - Tours,Mediatheque,Institutionnel,29 avenue du Livre,Tours,37,28367
403,Fnac Livres - Dijon,Librairie,Librairie,258 avenue du Livre,Dijon,21,47914
404,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,120 avenue du Livre,Clermont-Ferrand,63,85511
405,Librairie Mollat - Montpellier,Grossiste,Distribution,164 avenue du Livre,Montpellier,34,85690
406,Librairie Decitre - Paris,Ecole,Education,165 avenue du Livre,Paris,75,41051
407,Le Furet du Nord - Lyon,Universite,Education,155 avenue du Livre,Lyon,69,28777
408,Librairie Kleen - Marseille,Mediatheque,Institutionnel,267 avenue du Livre,Marseille,13,38972
409,Librairie Sauramps - Toulouse,Librairie,Librairie,212 avenue du Livre,Toulouse,31,49387
410,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,141 avenue du Livre,Bordeaux,33,17989
411,Bibliotheque Nationale - Nantes,Grossiste,Distribution,286 avenue du Livre,Nantes,44,87550
412,BU Paris-Saclay - Strasbourg,Ecole,Education,90 avenue du Livre,Strasbourg,67,92050
413,Mediatheque de Lyon - Lille,Universite,Education,219 avenue du Livre,Lille,59,82856
414,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,254 avenue du Livre,Rennes,35,16145
415,Ecole Normale Superieure - Grenoble,Librairie,Librairie,177 avenue du Livre,Grenoble,38,94320
416,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,196 avenue du Livre,Rouen,76,78742
417,France Loisirs - Tours,Grossiste,Distribution,164 avenue du Livre,Tours,37,64568
418,Chapitre.com - Dijon,Ecole,Education,210 avenue du Livre,Dijon,21,29558
419,Leslibraires.fr - Clermont-Ferrand,Universite,Education,154 avenue du Livre,Clermont-Ferrand,63,59343
420,Amazon France - Montpellier,Mediatheque,Institutionnel,95 avenue du Livre,Montpellier,34,80507
421,Librairie Gallimard - Paris,Librairie,Librairie,243 avenue du Livre,Paris,75,41584
422,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,116 avenue du Livre,Lyon,69,49418
423,Fnac Livres - Marseille,Grossiste,Distribution,74 avenue du Livre,Marseille,13,70689
424,Cultura - Toulouse,Ecole,Education,30 avenue du Livre,Toulouse,31,83713
425,Librairie Mollat - Bordeaux,Universite,Education,212 avenue du Livre,Bordeaux,33,64592
426,Librairie Decitre - Nantes,Mediatheque,Institutionnel,286 avenue du Livre,Nantes,44,79467
427,Le Furet du Nord - Strasbourg,Librairie,Librairie,69 avenue du Livre,Strasbourg,67,60910
428,Librairie Kleen - Lille,Bibliotheque,Institutionnel,125 avenue du Livre,Lille,59,43422
429,Librairie Sauramps - Rennes,Grossiste,Distribution,105 avenue du Livre,Rennes,35,53288
430,Librairie Dialogues - Grenoble,Ecole,Education,41 avenue du Livre,Grenoble,38,68954
431,Bibliotheque Nationale - Rouen,Universite,Education,190 avenue du Livre,Rouen,76,22119
432,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,275 avenue du Livre,Tours,37,34966
433,Mediatheque de Lyon - Dijon,Librairie,Librairie,27 avenue du Livre,Dijon,21,45187
434,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,194 avenue du Livre,Clermont-Ferrand,63,98299
435,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,21 avenue du Livre,Montpellier,34,19539
436,Grossiste Livres Express - Paris,Ecole,Education,97 avenue du Livre,Paris,75,87015
437,France Loisirs - Lyon,Universite,Education,287 avenue du Livre,Lyon,69,38444
438,Chapitre.com - Marseille,Mediatheque,Institutionnel,246 avenue du Livre,Marseille,13,37379
439,Leslibraires.fr - Toulouse,Librairie,Librairie,171 avenue du Livre,Toulouse,31,49739
440,Amazon France - Bordeaux,Bibliotheque,Institutionnel,8 avenue du Livre,Bordeaux,33,37762
441,Librairie Gallimard - Nantes,Grossiste,Distribution,98 avenue du Livre,Nantes,44,25376
442,Librairie Gibert - Strasbourg,Ecole,Education,246 avenue du Livre,Strasbourg,67,41797
443,Fnac Livres - Lille,Universite,Education,105 avenue du Livre,Lille,59,61987
444,Cultura - Rennes,Mediatheque,Institutionnel,123 avenue du Livre,Rennes,35,82362
445,Librairie Mollat - Grenoble,Librairie,Librairie,165 avenue du Livre,Grenoble,38,47101
446,Librairie Decitre - Rouen,Bibliotheque,Institutionnel,195 avenue du Livre,Rouen,76,71112
447,Le Furet du Nord - Tours,Grossiste,Distribution,274 avenue du Livre,Tours,37,95029
448,Librairie Kleen - Dijon,Ecole,Education,184 avenue du Livre,Dijon,21,50425
449,Librairie Sauramps - Clermont-Ferrand,Universite,Education,134 avenue du Livre,Clermont-Ferrand,63,57139
450,Librairie Dialogues - Montpellier,Mediatheque,Institutionnel,263 avenue du Livre,Montpellier,34,75179
451,Bibliotheque Nationale - Paris,Librairie,Librairie,239 avenue du Livre,Paris,75,22924
452,BU Paris-Saclay - Lyon,Bibliotheque,Institutionnel,241 avenue du Livre,Lyon,69,51973
453,Mediatheque de Lyon - Marseille,Grossiste,Distribution,105 avenue du Livre,Marseille,13,58589
454,CDI Lycee Voltaire - Toulouse,Ecole,Education,161 avenue du Livre,Toulouse,31,64254
455,Ecole Normale Superieure - Bordeaux,Universite,Education,24 avenue du Livre,Bordeaux,33,83731
456,Grossiste Livres Express - Nantes,Mediatheque,Institutionnel,114 avenue du Livre,Nantes,44,29126
457,France Loisirs - Strasbourg,Librairie,Librairie,9 avenue du Livre,Strasbourg,67,44180
458,Chapitre.com - Lille,Bibliotheque,Institutionnel,284 avenue du Livre,Lille,59,86550
459,Leslibraires.fr - Rennes,Grossiste,Distribution,297 avenue du Livre,Rennes,35,64732
460,Amazon France - Grenoble,Ecole,Education,152 avenue du Livre,Grenoble,38,29976
461,Librairie Gallimard - Rouen,Universite,Education,101 avenue du Livre,Rouen,76,53236
462,Librairie Gibert - Tours,Mediatheque,Institutionnel,118 avenue du Livre,Tours,37,59786
463,Fnac Livres - Dijon,Librairie,Librairie,292 avenue du Livre,Dijon,21,42208
464,Cultura - Clermont-Ferrand,Bibliotheque,Institutionnel,256 avenue du Livre,Clermont-Ferrand,63,82173
465,Librairie Mollat - Montpellier,Grossiste,Distribution,173 avenue du Livre,Montpellier,34,43728
466,Librairie Decitre - Paris,Ecole,Education,251 avenue du Livre,Paris,75,94108
467,Le Furet du Nord - Lyon,Universite,Education,252 avenue du Livre,Lyon,69,70401
468,Librairie Kleen - Marseille,Mediatheque,Institutionnel,87 avenue du Livre,Marseille,13,56160
469,Librairie Sauramps - Toulouse,Librairie,Librairie,87 avenue du Livre,Toulouse,31,28344
470,Librairie Dialogues - Bordeaux,Bibliotheque,Institutionnel,280 avenue du Livre,Bordeaux,33,74004
471,Bibliotheque Nationale - Nantes,Grossiste,Distribution,95 avenue du Livre,Nantes,44,81058
472,BU Paris-Saclay - Strasbourg,Ecole,Education,31 avenue du Livre,Strasbourg,67,78674
473,Mediatheque de Lyon - Lille,Universite,Education,18 avenue du Livre,Lille,59,19742
474,CDI Lycee Voltaire - Rennes,Mediatheque,Institutionnel,25 avenue du Livre,Rennes,35,10836
475,Ecole Normale Superieure - Grenoble,Librairie,Librairie,212 avenue du Livre,Grenoble,38,28021
476,Grossiste Livres Express - Rouen,Bibliotheque,Institutionnel,119 avenue du Livre,Rouen,76,18908
477,France Loisirs - Tours,Grossiste,Distribution,78 avenue du Livre,Tours,37,11198
478,Chapitre.com - Dijon,Ecole,Education,112 avenue du Livre,Dijon,21,76287
479,Leslibraires.fr - Clermont-Ferrand,Universite,Education,234 avenue du Livre,Clermont-Ferrand,63,58916
480,Amazon France - Montpellier,Mediatheque,Institutionnel,31 avenue du Livre,Montpellier,34,90980
481,Librairie Gallimard - Paris,Librairie,Librairie,248 avenue du Livre,Paris,75,96413
482,Librairie Gibert - Lyon,Bibliotheque,Institutionnel,250 avenue du Livre,Lyon,69,12061
483,Fnac Livres - Marseille,Grossiste,Distribution,4 avenue du Livre,Marseille,13,79758
484,Cultura - Toulouse,Ecole,Education,283 avenue du Livre,Toulouse,31,63914
485,Librairie Mollat - Bordeaux,Universite,Education,7 avenue du Livre,Bordeaux,33,12192
486,Librairie Decitre - Nantes,Mediatheque,Institutionnel,272 avenue du Livre,Nantes,44,46010
487,Le Furet du Nord - Strasbourg,Librairie,Librairie,275 avenue du Livre,Strasbourg,67,47576
488,Librairie Kleen - Lille,Bibliotheque,Institutionnel,9 avenue du Livre,Lille,59,75826
489,Librairie Sauramps - Rennes,Grossiste,Distribution,221 avenue du Livre,Rennes,35,33496
490,Librairie Dialogues - Grenoble,Ecole,Education,55 avenue du Livre,Grenoble,38,22624
491,Bibliotheque Nationale - Rouen,Universite,Education,269 avenue du Livre,Rouen,76,29516
492,BU Paris-Saclay - Tours,Mediatheque,Institutionnel,124 avenue du Livre,Tours,37,35156
493,Mediatheque de Lyon - Dijon,Librairie,Librairie,270 avenue du Livre,Dijon,21,43084
494,CDI Lycee Voltaire - Clermont-Ferrand,Bibliotheque,Institutionnel,182 avenue du Livre,Clermont-Ferrand,63,45038
495,Ecole Normale Superieure - Montpellier,Grossiste,Distribution,204 avenue du Livre,Montpellier,34,20357
496,Grossiste Livres Express - Paris,Ecole,Education,192 avenue du Livre,Paris,75,63218
497,France Loisirs - Lyon,Universite,Education,236 avenue du Livre,Lyon,69,84055
498,Chapitre.com - Marseille,Mediatheque,Institutionnel,125 avenue du Livre,Marseille,13,39603
499,Leslibraires.fr - Toulouse,Librairie,Librairie,154 avenue du Livre,Toulouse,31,99658
500,Amazon France - Bordeaux,Bibliotheque,Institutionnel,42 avenue du Livre,Bordeaux,33,95686
501,Librairie Gallimard - Nantes,Grossiste,Distribution,17 avenue du Livre,Nantes,44,22255
